prev_close,open,bid,ask,client_timestamp,pair
18.8483,18.8488,18.9725,18.9785,1683807662398,"USDZAR"
18.8483,18.8488,18.9758,18.9802,1683807690308,"USDZAR"
18.8483,18.8488,18.972,18.9778,1683807841996,"USDZAR"
18.8483,18.8488,19.2811,19.2871,1683812565933,"USDZAR"
18.8483,18.8488,19.2891,19.2959,1683812598925,"USDZAR"
18.8483,18.8488,19.1296,19.1334,1683817091361,"USDZAR"
18.8483,18.8488,19.1398,19.1438,1683817200780,"USDZAR"
18.8483,18.8488,19.1507,19.1607,1683818414925,"USDZAR"
18.8483,18.8488,19.1473,19.1573,1683819634067,"USDZAR"
18.8483,18.8488,19.1703,19.1803,1683820961768,"USDZAR"
18.8483,18.8488,19.143,19.1514,1683822177220,"USDZAR"
18.8483,18.8488,19.1555,19.1629,1683823395626,"USDZAR"
18.8483,18.8488,19.1637,19.1697,1683824613597,"USDZAR"
18.8483,18.8488,19.141,19.151,1683825827850,"USDZAR"
18.8483,18.8488,19.1694,19.1753,1683827046268,"USDZAR"
18.8483,18.8488,19.1706,19.1771,1683828261416,"USDZAR"
18.8483,18.8488,19.1736,19.1811,1683829481781,"USDZAR"
18.8483,18.8488,19.1781,19.1846,1683830704314,"USDZAR"
18.8483,18.8488,19.1784,19.186,1683831928491,"USDZAR"
18.8483,18.8488,19.1788,19.1888,1683833151292,"USDZAR"
18.8483,18.8488,19.1853,19.1896,1683834368909,"USDZAR"
18.8483,18.8488,19.1783,19.1846,1683835584968,"USDZAR"
18.8483,18.8488,19.1864,19.1929,1683836799768,"USDZAR"
18.8483,18.8488,19.1795,19.1982,1683838013744,"USDZAR"
18.8483,18.8488,19.2171,19.2271,1683839229637,"USDZAR"
18.8483,18.8488,19.1978,19.2078,1683840473770,"USDZAR"
18.8483,18.8488,19.1713,19.1938,1683841690203,"USDZAR"
18.8483,19.1731,19.1761,19.1888,1683842906659,"USDZAR"
18.8483,19.1731,19.1722,19.2004,1683844121069,"USDZAR"
18.8483,19.1731,19.168,19.191,1683845337033,"USDZAR"
19.1731,19.1731,19.1764,19.1943,1683846553083,"USDZAR"
